Timestamp,Active_Power_kW,Voltage_V,Current_A,Power_Factor,Operational_State,Raw_Material_Flow_kg_min,Actual_Waste_kg
2026-06-15 04:55:00,90.7,413.93,148.84,0.897,1,11.52,17.59
2026-06-15 05:00:00,83.24,415.86,135.96,0.927,1,19.72,14.48
2026-06-15 05:05:00,85.1,416.17,138.91,0.908,1,18.73,14.79
2026-06-15 05:10:00,90.34,413.09,148.56,0.935,1,15.26,18.71
2026-06-15 05:15:00,79.17,416.07,129.25,0.911,1,13.41,17.84
2026-06-15 05:20:00,87.45,417.98,142.11,0.856,1,18.14,14.06
2026-06-15 05:25:00,81.64,416.76,133.06,0.886,1,5.65,16.71
2026-06-15 05:30:00,84.04,417.33,136.78,0.875,1,6.51,12.02
2026-06-15 05:35:00,85.15,415.43,139.23,0.888,1,16.46,14.72
2026-06-15 05:40:00,77.37,412.66,127.35,0.889,1,9.21,15.52
2026-06-15 05:45:00,81.03,412.98,133.28,0.904,1,20.5,13.65
2026-06-15 05:50:00,91.72,415.8,149.84,0.83,1,20.45,20.92
2026-06-15 05:55:00,89.42,417.36,145.54,0.91,1,19.2,18.46
2026-06-15 06:00:00,84.69,421.96,136.32,0.837,1,23.07,13.67
2026-06-15 06:05:00,86.21,417.45,140.27,0.823,1,7.82,17.42
2026-06-15 06:10:00,83.5,412.07,137.63,0.882,1,10.18,12.49
2026-06-15 06:15:00,91.71,413.08,150.8,0.89,1,10.05,17.02
2026-06-15 06:20:00,83.87,420.7,135.41,0.824,1,20.65,18.15
2026-06-15 06:25:00,85.95,414.46,140.86,0.882,1,15.43,17.88
2026-06-15 06:30:00,90.43,415.12,147.97,0.884,1,10.05,16.58
2026-06-15 06:35:00,80.71,412.6,132.86,0.826,1,7.73,14.12
2026-06-15 06:40:00,92.26,418.91,149.6,0.905,1,22.86,15.08
2026-06-15 06:45:00,76.68,416.25,125.12,0.845,1,18.84,15.17
2026-06-15 06:50:00,92.32,413.06,151.81,0.915,1,15.57,19.25
2026-06-15 06:55:00,82.13,412.52,135.24,0.857,1,24.31,20.77
2026-06-15 07:00:00,82.59,415.77,134.94,0.877,1,21.99,14.91
2026-06-15 07:05:00,74.15,415.11,121.34,0.927,1,8.56,15.73
2026-06-15 07:10:00,81.11,417.08,132.09,0.917,1,15.16,17.12
2026-06-15 07:15:00,77.94,416.37,127.16,0.914,1,14.72,13.67
2026-06-15 07:20:00,79.85,414.34,130.91,0.839,1,21.89,17.13
2026-06-15 07:25:00,81.93,413.64,134.55,0.826,1,7.98,13.26
2026-06-15 07:30:00,87.12,414.6,142.74,0.893,1,14.04,16.98
2026-06-15 07:35:00,83.07,413.62,136.42,0.869,1,17.73,15.35
2026-06-15 07:40:00,83.26,414.67,136.38,0.929,1,23.91,17.21
2026-06-15 07:45:00,75.91,415.04,124.24,0.862,1,22.99,16.02
2026-06-15 07:50:00,76.64,412.76,126.13,0.869,1,15.68,13.36
2026-06-15 07:55:00,89.68,416.58,146.23,0.883,1,17.13,16.98
2026-06-15 08:00:00,76.63,414.07,125.71,0.916,1,22.05,14.6
2026-06-15 08:05:00,88.2,412.9,145.1,0.852,1,19.89,14.35
2026-06-15 08:10:00,78.3,414.12,128.44,0.933,1,22.59,14.37
2026-06-15 08:15:00,79.11,415.61,129.3,0.885,1,22.92,14.05
2026-06-15 08:20:00,84.02,415.21,137.46,0.921,1,21.65,13.6
2026-06-15 08:25:00,84.59,416.06,138.09,0.883,1,5.19,13.63
2026-06-15 08:30:00,77.21,417.25,125.7,0.913,1,11.22,13.86
2026-06-15 08:35:00,75.35,418.26,122.38,0.826,1,13.07,14.34
2026-06-15 08:40:00,76.53,415.71,125.05,0.916,1,18.56,11.83
2026-06-15 08:45:00,78.0,412.33,128.5,0.883,1,11.14,17.37
2026-06-15 08:50:00,80.26,414.33,131.58,0.874,1,11.47,16.44
2026-06-15 08:55:00,75.3,412.49,124.0,0.833,1,13.0,14.01
2026-06-15 09:00:00,77.84,419.24,126.12,0.909,1,24.11,12.4
2026-06-15 09:05:00,82.39,419.97,133.26,0.836,1,13.74,15.03
2026-06-15 09:10:00,75.55,416.63,123.18,0.843,1,7.81,13.36
2026-06-15 09:15:00,74.64,417.15,121.53,0.835,1,5.13,11.19
2026-06-15 09:20:00,64.9,415.63,106.07,0.821,1,9.73,9.49
2026-06-15 09:25:00,58.75,415.92,95.95,0.899,1,23.78,13.53
2026-06-15 09:30:00,73.25,411.01,121.06,0.853,1,24.1,13.64
2026-06-15 09:35:00,70.22,414.82,114.99,0.838,1,15.58,15.46
2026-06-15 09:40:00,67.5,412.8,111.07,0.858,1,17.93,13.02
2026-06-15 09:45:00,70.66,415.7,115.46,0.88,1,20.92,15.5
2026-06-15 09:50:00,68.5,414.85,112.16,0.88,1,6.12,14.3
2026-06-15 09:55:00,73.8,419.87,119.39,0.864,1,12.49,14.99
2026-06-15 10:00:00,67.93,417.29,110.58,0.879,1,17.84,15.85
2026-06-15 10:05:00,63.1,415.71,103.1,0.871,1,22.97,12.74
2026-06-15 10:10:00,71.11,414.33,116.58,0.919,1,19.54,10.32
2026-06-15 10:15:00,64.39,419.19,104.34,0.824,1,12.0,9.11
2026-06-15 10:20:00,67.42,414.93,110.38,0.924,1,23.2,11.79
2026-06-15 10:25:00,61.71,415.83,100.8,0.849,1,18.29,13.74
2026-06-15 10:30:00,60.14,415.11,98.42,0.907,1,21.6,10.98
2026-06-15 10:35:00,63.11,413.99,103.54,0.869,1,12.71,12.47
2026-06-15 10:40:00,62.03,415.09,101.51,0.855,1,5.04,12.66
2026-06-15 10:45:00,63.65,410.1,105.43,0.894,1,8.32,12.25
2026-06-15 10:50:00,59.18,411.13,97.78,0.912,1,23.54,6.54
2026-06-15 10:55:00,50.61,415.87,82.67,0.874,1,5.66,6.65
2026-06-15 11:00:00,56.89,418.92,92.25,0.876,1,16.92,15.17
2026-06-15 11:05:00,62.29,415.87,101.74,0.827,1,13.18,12.62
2026-06-15 11:10:00,56.09,413.2,92.2,0.931,1,13.59,4.54
2026-06-15 11:15:00,55.6,411.39,91.8,0.922,1,13.02,10.82
2026-06-15 11:20:00,61.01,416.96,99.39,0.868,1,6.35,15.46
2026-06-15 11:25:00,51.76,413.58,85.02,0.912,1,7.45,10.32
2026-06-15 11:30:00,46.85,416.61,76.39,0.858,1,6.26,8.85
2026-06-15 11:35:00,53.01,415.97,86.56,0.908,1,6.08,5.62
2026-06-15 11:40:00,50.63,416.2,82.63,0.882,1,6.71,8.82
2026-06-15 11:45:00,47.46,415.08,77.66,0.875,1,18.93,5.69
2026-06-15 11:50:00,50.65,415.96,82.71,0.827,1,7.28,6.66
2026-06-15 11:55:00,53.22,414.7,87.17,0.936,1,10.23,6.74
2026-06-15 12:00:00,49.95,413.41,82.08,0.92,1,18.14,13.92
2026-06-15 12:05:00,50.77,412.59,83.59,0.915,1,7.25,11.18
2026-06-15 12:10:00,57.54,409.04,95.55,0.857,1,23.21,14.75
2026-06-15 12:15:00,46.0,414.55,75.37,0.855,1,14.55,5.95
2026-06-15 12:20:00,48.34,418.8,78.41,0.889,1,24.26,10.36
2026-06-15 12:25:00,43.64,416.83,71.12,0.922,1,8.85,5.97
2026-06-15 12:30:00,41.2,415.57,67.34,0.932,1,5.61,5.61
2026-06-15 12:35:00,41.75,413.16,68.64,0.852,1,16.81,9.44
2026-06-15 12:40:00,41.53,417.49,67.57,0.893,1,11.57,8.47
2026-06-15 12:45:00,44.97,414.7,73.66,0.907,1,16.45,9.58
2026-06-15 12:50:00,54.17,418.94,87.83,0.847,1,14.47,7.57
2026-06-15 12:55:00,38.1,412.55,62.73,0.869,1,14.14,7.86
2026-06-15 13:00:00,38.86,413.13,63.89,0.842,1,22.02,8.9
2026-06-15 13:05:00,39.89,412.88,65.63,0.904,1,8.84,6.06
2026-06-15 13:10:00,41.45,411.29,68.46,0.924,1,14.99,7.58
2026-06-15 13:15:00,40.07,412.66,65.95,0.925,1,13.32,4.08
2026-06-15 13:20:00,44.45,415.26,72.71,0.9,1,18.48,4.0
2026-06-15 13:25:00,25.18,413.22,41.4,0.862,0,0.0,4.64
2026-06-15 13:30:00,24.67,405.36,41.34,0.899,0,0.0,4.0
2026-06-15 13:35:00,33.42,417.69,54.36,0.924,1,14.57,5.92
2026-06-15 13:40:00,40.69,410.79,67.29,0.895,1,24.47,10.39
2026-06-15 13:45:00,26.69,416.47,43.53,0.87,0,0.0,4.0
2026-06-15 13:50:00,18.8,415.08,30.77,0.93,0,0.0,4.0
2026-06-15 13:55:00,36.02,420.29,58.22,0.92,1,15.18,9.8
2026-06-15 14:00:00,33.72,417.49,54.86,0.926,1,20.67,4.56
2026-06-15 14:05:00,26.39,413.74,43.33,0.928,0,0.0,4.0
2026-06-15 14:10:00,26.27,413.24,43.18,0.867,0,0.0,4.0
2026-06-15 14:15:00,25.71,418.76,41.7,0.923,0,0.0,4.0
2026-06-15 14:20:00,30.48,411.31,50.33,0.888,1,12.34,6.58
2026-06-15 14:25:00,26.17,415.48,42.79,0.825,0,0.0,4.0
2026-06-15 14:30:00,31.16,414.67,51.05,0.896,1,19.61,8.54
2026-06-15 14:35:00,13.82,414.14,22.67,0.876,0,0.0,4.0
2026-06-15 14:40:00,23.22,415.88,37.92,0.853,0,0.0,4.0
2026-06-15 14:45:00,21.29,415.47,34.81,0.936,0,0.0,4.0
2026-06-15 14:50:00,25.07,416.14,40.93,0.827,0,0.0,4.0
2026-06-15 14:55:00,23.11,415.35,37.79,0.934,0,0.0,4.0
2026-06-15 15:00:00,29.24,416.04,47.74,0.839,0,0.0,4.0
2026-06-15 15:05:00,15.42,415.23,25.23,0.865,0,0.0,4.0
2026-06-15 15:10:00,24.42,413.35,40.13,0.87,0,0.0,4.0
2026-06-15 15:15:00,26.48,415.01,43.34,0.908,0,0.0,4.0
2026-06-15 15:20:00,32.47,413.21,53.38,0.846,1,12.31,7.42
2026-06-15 15:25:00,20.3,413.05,33.38,0.938,0,0.0,4.0
2026-06-15 15:30:00,23.85,414.16,39.12,0.91,0,0.0,4.0
2026-06-15 15:35:00,12.76,414.7,20.89,0.915,0,0.0,4.0
2026-06-15 15:40:00,10.0,415.09,16.36,0.833,0,0.0,4.0
2026-06-15 15:45:00,25.12,417.29,40.89,0.877,0,0.0,4.0
2026-06-15 15:50:00,20.45,413.75,33.58,0.933,0,0.0,4.0
2026-06-15 15:55:00,25.97,415.49,42.46,0.852,0,0.0,4.0
2026-06-15 16:00:00,12.82,415.3,20.97,0.837,0,0.0,4.0
2026-06-15 16:05:00,21.91,413.48,36.0,0.878,0,0.0,4.0
2026-06-15 16:10:00,28.3,415.18,46.3,0.932,0,0.0,4.0
2026-06-15 16:15:00,20.71,417.51,33.69,0.878,0,0.0,4.0
2026-06-15 16:20:00,19.66,415.47,32.15,0.869,0,0.0,4.0
2026-06-15 16:25:00,18.01,415.57,29.43,0.898,0,0.0,4.0
2026-06-15 16:30:00,10.0,413.24,16.44,0.932,0,0.0,4.0
2026-06-15 16:35:00,24.16,419.92,39.08,0.826,0,0.0,4.0
2026-06-15 16:40:00,14.06,413.38,23.1,0.838,0,0.0,4.0
2026-06-15 16:45:00,19.38,410.83,32.04,0.836,0,0.0,4.0
2026-06-15 16:50:00,10.0,417.15,16.28,0.83,0,0.0,4.0
2026-06-15 16:55:00,10.5,414.71,17.2,0.856,0,0.0,4.0
2026-06-15 17:00:00,23.37,414.24,38.32,0.848,0,0.0,4.0
2026-06-15 17:05:00,14.27,413.64,23.43,0.886,0,0.0,4.0
2026-06-15 17:10:00,23.1,419.68,37.38,0.859,0,0.0,4.0
2026-06-15 17:15:00,15.28,415.89,24.96,0.869,0,0.0,4.0
2026-06-15 17:20:00,10.0,416.37,16.31,0.933,0,0.0,4.0
2026-06-15 17:25:00,19.87,415.41,32.49,0.839,0,0.0,4.0
2026-06-15 17:30:00,12.35,415.68,20.18,0.867,0,0.0,4.0
2026-06-15 17:35:00,18.7,418.5,30.35,0.851,0,0.0,4.0
2026-06-15 17:40:00,15.26,414.37,25.01,0.886,0,0.0,4.73
2026-06-15 17:45:00,10.0,411.36,16.51,0.908,0,0.0,4.0
2026-06-15 17:50:00,15.85,417.17,25.82,0.918,0,0.0,4.0
2026-06-15 17:55:00,25.99,416.24,42.41,0.882,0,0.0,4.0
2026-06-15 18:00:00,17.46,415.27,28.57,0.923,0,0.0,4.0
2026-06-15 18:05:00,14.72,416.18,24.03,0.914,0,0.0,4.0
2026-06-15 18:10:00,20.41,414.07,33.48,0.839,0,0.0,4.0
2026-06-15 18:15:00,16.13,415.05,26.39,0.849,0,0.0,4.0
2026-06-15 18:20:00,16.18,414.67,26.51,0.901,0,0.0,4.0
2026-06-15 18:25:00,10.0,413.52,16.43,0.937,0,0.0,6.82
2026-06-15 18:30:00,16.47,417.97,26.76,0.865,0,0.0,4.0
2026-06-15 18:35:00,20.58,411.47,33.98,0.848,0,0.0,4.0
2026-06-15 18:40:00,11.35,420.9,18.32,0.924,0,0.0,4.0
2026-06-15 18:45:00,22.79,417.19,37.11,0.844,0,0.0,4.0
2026-06-15 18:50:00,15.37,410.56,25.43,0.904,0,0.0,4.0
2026-06-15 18:55:00,11.56,414.44,18.95,0.824,0,0.0,4.0
2026-06-15 19:00:00,21.18,414.58,34.7,0.822,0,0.0,4.04
2026-06-15 19:05:00,14.96,415.98,24.44,0.874,0,0.0,4.0
2026-06-15 19:10:00,20.42,412.53,33.62,0.899,0,0.0,4.0
2026-06-15 19:15:00,15.4,415.08,25.2,0.837,0,0.0,4.0
2026-06-15 19:20:00,16.81,414.7,27.54,0.912,0,0.0,4.0
2026-06-15 19:25:00,19.85,413.16,32.63,0.835,0,0.0,4.0
2026-06-15 19:30:00,19.12,412.81,31.46,0.884,0,0.0,6.68
2026-06-15 19:35:00,10.0,417.3,16.28,0.857,0,0.0,4.0
2026-06-15 19:40:00,12.67,410.76,20.96,0.91,0,0.0,4.0
2026-06-15 19:45:00,23.26,416.19,37.96,0.916,0,0.0,4.0
2026-06-15 19:50:00,18.29,416.99,29.8,0.828,0,0.0,4.0
2026-06-15 19:55:00,16.7,414.45,27.36,0.843,0,0.0,4.0
2026-06-15 20:00:00,12.9,415.13,21.1,0.927,0,0.0,4.0
2026-06-15 20:05:00,14.68,417.91,23.86,0.87,0,0.0,4.0
2026-06-15 20:10:00,10.37,413.24,17.05,0.877,0,0.0,4.0
2026-06-15 20:15:00,20.39,413.5,33.5,0.84,0,0.0,4.0
2026-06-15 20:20:00,18.34,413.76,30.1,0.939,0,0.0,4.0
2026-06-15 20:25:00,16.94,417.91,27.54,0.931,0,0.0,4.0
2026-06-15 20:30:00,21.89,418.23,35.56,0.82,0,0.0,4.0
2026-06-15 20:35:00,24.52,411.51,40.48,0.886,0,0.0,4.0
2026-06-15 20:40:00,33.65,417.52,54.75,0.925,1,19.27,10.16
2026-06-15 20:45:00,16.13,417.05,26.27,0.872,0,0.0,4.0
2026-06-15 20:50:00,29.99,418.88,48.63,0.872,0,0.0,4.0
2026-06-15 20:55:00,29.58,415.96,48.31,0.866,0,0.0,4.0
2026-06-15 21:00:00,21.36,414.89,34.96,0.823,0,0.0,4.0
2026-06-15 21:05:00,26.81,417.86,43.59,0.915,0,0.0,4.0
2026-06-15 21:10:00,24.07,416.75,39.23,0.875,0,0.0,4.0
2026-06-15 21:15:00,27.85,420.61,44.98,0.884,0,0.0,4.0
2026-06-15 21:20:00,35.05,417.4,57.04,0.851,1,18.74,7.77
2026-06-15 21:25:00,31.12,415.38,50.89,0.914,1,17.91,6.44
2026-06-15 21:30:00,31.24,412.06,51.49,0.915,1,7.21,5.6
2026-06-15 21:35:00,27.15,413.55,44.6,0.886,0,0.0,4.0
2026-06-15 21:40:00,22.5,411.41,37.16,0.929,0,0.0,4.0
2026-06-15 21:45:00,29.51,414.46,48.37,0.834,0,0.0,4.0
2026-06-15 21:50:00,37.23,417.32,60.59,0.914,1,24.34,6.88
2026-06-15 21:55:00,24.21,414.99,39.62,0.887,0,0.0,4.0
2026-06-15 22:00:00,27.22,417.55,44.29,0.848,0,0.0,4.0
2026-06-15 22:05:00,33.8,415.84,55.2,0.836,1,21.1,5.97
2026-06-15 22:10:00,28.92,413.99,47.44,0.856,0,0.0,4.0
2026-06-15 22:15:00,30.56,415.22,49.99,0.923,1,19.73,10.17
2026-06-15 22:20:00,33.09,416.18,54.01,0.915,1,22.98,8.49
2026-06-15 22:25:00,29.08,415.35,47.55,0.897,0,0.0,4.0
2026-06-15 22:30:00,31.74,415.38,51.9,0.831,1,9.83,4.0
2026-06-15 22:35:00,40.83,413.08,67.14,0.935,1,12.21,6.38
2026-06-15 22:40:00,31.49,413.92,51.68,0.857,1,13.37,8.3
2026-06-15 22:45:00,30.76,420.65,49.67,0.893,1,7.22,7.42
2026-06-15 22:50:00,36.33,418.07,59.02,0.916,1,9.63,4.0
2026-06-15 22:55:00,43.87,411.32,72.44,0.836,1,22.46,12.25
2026-06-15 23:00:00,39.96,409.08,66.35,0.898,1,16.33,6.02
2026-06-15 23:05:00,39.36,415.19,64.39,0.824,1,10.36,8.43
2026-06-15 23:10:00,42.65,417.23,69.43,0.832,1,23.87,15.18
2026-06-15 23:15:00,34.44,413.7,56.55,0.907,1,20.49,6.26
2026-06-15 23:20:00,46.4,417.55,75.47,0.839,1,12.25,9.35
2026-06-15 23:25:00,46.59,415.15,76.23,0.873,1,20.31,8.11
2026-06-15 23:30:00,43.39,414.59,71.08,0.85,1,16.92,9.06
2026-06-15 23:35:00,51.22,416.89,83.45,0.871,1,18.68,13.45
2026-06-15 23:40:00,41.31,413.67,67.84,0.829,1,11.43,7.56
2026-06-15 23:45:00,53.35,414.28,87.47,0.911,1,9.19,9.38
2026-06-15 23:50:00,49.25,416.68,80.28,0.829,1,10.07,11.92
2026-06-15 23:55:00,47.55,414.92,77.85,0.921,1,6.67,5.98
2026-06-16 00:00:00,49.9,419.77,80.75,0.9,1,14.42,9.9
2026-06-16 00:05:00,50.23,416.73,81.87,0.87,1,13.12,8.02
2026-06-16 00:10:00,57.63,416.57,93.97,0.924,1,5.05,10.08
2026-06-16 00:15:00,46.91,414.88,76.8,0.842,1,22.13,7.5
2026-06-16 00:20:00,49.24,417.19,80.17,0.852,1,18.64,6.49
2026-06-16 00:25:00,58.99,414.19,96.74,0.836,1,13.93,6.21
2026-06-16 00:30:00,51.59,415.71,84.3,0.866,1,24.34,9.46
2026-06-16 00:35:00,59.83,412.71,98.47,0.938,1,23.81,12.49
2026-06-16 00:40:00,64.57,417.6,105.04,0.839,1,6.9,13.85
2026-06-16 00:45:00,54.82,415.73,89.57,0.92,1,17.3,7.65
2026-06-16 00:50:00,60.98,419.96,98.64,0.898,1,21.34,12.4
2026-06-16 00:55:00,52.55,420.98,84.79,0.822,1,8.46,11.17
2026-06-16 01:00:00,62.83,416.91,102.37,0.933,1,7.56,12.52
2026-06-16 01:05:00,60.79,415.17,99.46,0.937,1,10.2,12.05
2026-06-16 01:10:00,62.89,412.63,103.53,0.931,1,10.59,6.85
2026-06-16 01:15:00,58.02,417.26,94.45,0.88,1,24.3,11.38
2026-06-16 01:20:00,53.67,415.53,87.73,0.846,1,20.61,10.5
2026-06-16 01:25:00,65.2,416.35,106.37,0.867,1,6.19,13.31
2026-06-16 01:30:00,53.08,419.32,85.98,0.894,1,20.73,13.8
2026-06-16 01:35:00,62.51,412.94,102.82,0.865,1,8.39,11.07
2026-06-16 01:40:00,69.5,412.69,114.39,0.905,1,12.14,12.32
2026-06-16 01:45:00,66.44,414.41,108.9,0.915,1,11.37,12.83
2026-06-16 01:50:00,75.9,417.05,123.62,0.845,1,10.45,14.24
2026-06-16 01:55:00,71.96,416.39,117.39,0.869,1,11.18,14.51
2026-06-16 02:00:00,64.23,412.76,105.7,0.935,1,20.08,13.79
2026-06-16 02:05:00,68.29,416.89,111.27,0.85,1,10.33,12.4
2026-06-16 02:10:00,68.57,412.0,113.05,0.862,1,21.01,14.55
2026-06-16 02:15:00,61.53,412.91,101.23,0.824,1,6.82,10.91
2026-06-16 02:20:00,65.37,414.71,107.07,0.86,1,16.9,9.26
2026-06-16 02:25:00,67.89,413.62,111.49,0.865,1,22.26,10.66
2026-06-16 02:30:00,61.13,417.22,99.51,0.832,1,6.59,5.94
2026-06-16 02:35:00,72.14,415.72,117.88,0.82,1,17.7,17.71
2026-06-16 02:40:00,71.25,419.41,115.4,0.889,1,15.23,16.56
2026-06-16 02:45:00,64.71,414.38,106.08,0.856,1,11.64,14.62
2026-06-16 02:50:00,75.67,414.69,123.94,0.822,1,7.01,13.47
2026-06-16 02:55:00,77.78,418.03,126.39,0.923,1,18.53,17.18
2026-06-16 03:00:00,75.88,414.77,124.27,0.89,1,11.19,16.29
2026-06-16 03:05:00,73.66,418.74,119.49,0.841,1,11.78,10.49
2026-06-16 03:10:00,78.76,416.35,128.5,0.924,1,19.35,13.33
2026-06-16 03:15:00,79.72,409.12,132.35,0.85,1,23.91,16.79
2026-06-16 03:20:00,78.35,417.94,127.33,0.847,1,11.67,13.56
2026-06-16 03:25:00,73.17,417.28,119.11,0.927,1,19.93,12.53
2026-06-16 03:30:00,79.15,417.38,128.81,0.842,1,24.13,17.36
2026-06-16 03:35:00,84.2,410.22,139.43,0.925,1,6.96,13.59
2026-06-16 03:40:00,75.69,413.34,124.38,0.916,1,15.58,20.14
2026-06-16 03:45:00,89.59,413.53,147.16,0.857,1,5.22,20.07
2026-06-16 03:50:00,76.89,412.9,126.49,0.824,1,21.5,14.42
2026-06-16 03:55:00,80.08,419.35,129.72,0.83,1,10.74,17.84
2026-06-16 04:00:00,76.95,414.97,125.96,0.833,1,11.66,14.86
2026-06-16 04:05:00,81.8,414.91,133.92,0.927,1,18.75,14.7
2026-06-16 04:10:00,72.33,416.38,118.0,0.868,1,20.78,18.63
2026-06-16 04:15:00,78.66,416.42,128.31,0.824,1,13.0,15.71
2026-06-16 04:20:00,76.26,406.66,127.38,0.887,1,18.31,12.58
2026-06-16 04:25:00,82.71,413.38,135.91,0.845,1,24.13,17.16
2026-06-16 04:30:00,87.31,411.47,144.13,0.848,1,22.74,20.73
2026-06-16 04:35:00,85.85,416.0,140.18,0.839,1,19.03,16.41
2026-06-16 04:40:00,71.03,414.28,116.46,0.911,1,23.86,14.46
2026-06-16 04:45:00,93.35,415.04,152.78,0.82,1,22.52,17.24
2026-06-16 04:50:00,84.86,409.8,140.65,0.873,1,19.58,17.07
2026-06-16 04:55:00,79.72,414.23,130.73,0.83,1,23.34,13.26
2026-06-16 05:00:00,84.59,417.79,137.53,0.886,1,21.35,14.46
2026-06-16 05:05:00,84.88,418.52,137.76,0.862,1,15.05,15.24
2026-06-16 05:10:00,80.84,416.8,131.74,0.823,1,15.05,15.69
2026-06-16 05:15:00,85.32,411.66,140.78,0.875,1,5.18,18.19
2026-06-16 05:20:00,81.43,418.15,132.28,0.888,1,5.6,14.6
2026-06-16 05:25:00,82.57,416.81,134.56,0.85,1,19.92,17.77
2026-06-16 05:30:00,81.27,414.71,133.11,0.912,1,16.1,14.42
2026-06-16 05:35:00,77.63,409.94,128.63,0.865,1,20.22,16.34
2026-06-16 05:40:00,85.6,417.38,139.3,0.91,1,23.99,19.38
2026-06-16 05:45:00,87.85,413.52,144.31,0.889,1,14.05,16.25
2026-06-16 05:50:00,87.54,415.87,142.99,0.924,1,6.77,16.91
2026-06-16 05:55:00,89.09,415.17,145.76,0.886,1,17.53,15.56
2026-06-16 06:00:00,86.62,418.85,140.48,0.842,1,6.99,17.3
2026-06-16 06:05:00,82.33,414.69,134.85,0.919,1,17.43,9.22
2026-06-16 06:10:00,89.17,414.96,145.96,0.914,1,15.55,13.07
2026-06-16 06:15:00,78.14,418.95,126.69,0.937,1,19.24,16.35
2026-06-16 06:20:00,80.36,413.35,132.06,0.831,1,12.02,11.29
2026-06-16 06:25:00,79.97,417.04,130.25,0.891,1,7.88,13.66
2026-06-16 06:30:00,90.1,414.5,147.65,0.879,1,9.72,19.95
2026-06-16 06:35:00,89.31,412.49,147.06,0.901,1,18.67,19.0
2026-06-16 06:40:00,86.9,415.0,142.24,0.938,1,14.56,21.9
2026-06-16 06:45:00,89.69,416.73,146.19,0.884,1,15.82,17.11
2026-06-16 06:50:00,79.77,418.38,129.51,0.902,1,11.46,14.74
2026-06-16 06:55:00,85.74,418.69,139.1,0.862,1,21.73,16.54
2026-06-16 07:00:00,83.18,414.26,136.39,0.856,1,24.99,14.09
2026-06-16 07:05:00,87.84,412.53,144.63,0.86,1,11.24,15.88
2026-06-16 07:10:00,82.8,414.2,135.79,0.825,1,19.37,12.96
2026-06-16 07:15:00,81.22,412.05,133.89,0.854,1,8.42,17.75
2026-06-16 07:20:00,85.59,414.46,140.28,0.841,1,19.85,18.11
2026-06-16 07:25:00,87.0,414.15,142.69,0.875,1,13.62,13.66
2026-06-16 07:30:00,78.99,416.82,128.73,0.875,1,17.11,13.54
2026-06-16 07:35:00,81.73,409.49,135.57,0.912,1,9.75,16.1
2026-06-16 07:40:00,76.43,413.17,125.65,0.88,1,22.03,15.49
2026-06-16 07:45:00,68.9,413.19,113.27,0.876,1,8.47,10.4
2026-06-16 07:50:00,82.05,417.97,133.34,0.848,1,23.57,16.1
2026-06-16 07:55:00,83.73,412.22,137.97,0.922,1,6.22,16.7
2026-06-16 08:00:00,81.62,415.57,133.41,0.831,1,10.76,16.62
2026-06-16 08:05:00,70.17,414.68,114.95,0.938,1,16.26,17.34
2026-06-16 08:10:00,77.76,417.61,126.49,0.877,1,22.17,15.68
2026-06-16 08:15:00,68.01,416.49,110.92,0.842,1,16.54,10.2
2026-06-16 08:20:00,85.52,415.3,139.87,0.863,1,9.32,13.4
2026-06-16 08:25:00,72.8,413.61,119.55,0.822,1,22.18,17.11
2026-06-16 08:30:00,84.04,410.37,139.11,0.84,1,16.92,19.7
2026-06-16 08:35:00,82.03,415.62,134.06,0.86,1,9.65,15.17
2026-06-16 08:40:00,72.31,416.33,117.97,0.887,1,16.24,14.71
2026-06-16 08:45:00,70.65,411.06,116.75,0.836,1,18.51,13.86
2026-06-16 08:50:00,77.56,411.92,127.89,0.901,1,18.61,14.2
2026-06-16 08:55:00,71.06,415.63,116.13,0.921,1,19.48,10.32
2026-06-16 09:00:00,75.26,415.85,122.93,0.889,1,22.91,15.8
2026-06-16 09:05:00,71.79,412.52,118.21,0.856,1,21.5,18.11
2026-06-16 09:10:00,64.74,413.56,106.33,0.835,1,17.15,12.9
2026-06-16 09:15:00,61.92,410.41,102.49,0.822,1,5.64,10.73
2026-06-16 09:20:00,73.63,418.44,119.52,0.908,1,19.99,13.26
2026-06-16 09:25:00,69.1,411.75,113.99,0.895,1,24.5,14.81
2026-06-16 09:30:00,68.54,416.36,111.82,0.877,1,11.11,15.55
2026-06-16 09:35:00,74.18,414.91,121.43,0.832,1,17.14,15.44
2026-06-16 09:40:00,75.94,418.22,123.34,0.845,1,20.37,10.37
2026-06-16 09:45:00,68.08,413.02,111.97,0.918,1,17.78,17.17
2026-06-16 09:50:00,67.1,415.15,109.79,0.878,1,23.45,15.18
2026-06-16 09:55:00,70.66,410.75,116.85,0.936,1,14.47,13.03
2026-06-16 10:00:00,60.72,410.15,100.55,0.94,1,15.64,10.49
2026-06-16 10:05:00,67.95,416.49,110.82,0.916,1,5.76,11.49
2026-06-16 10:10:00,68.92,410.54,114.03,0.851,1,23.0,15.55
2026-06-16 10:15:00,68.88,414.43,112.9,0.848,1,10.25,8.35
2026-06-16 10:20:00,55.11,417.53,89.65,0.85,1,24.57,12.33
2026-06-16 10:25:00,60.29,416.87,98.24,0.938,1,9.04,11.95
2026-06-16 10:30:00,59.0,413.34,96.96,0.86,1,10.07,11.74
2026-06-16 10:35:00,63.18,411.03,104.42,0.905,1,14.69,9.42
